iso3,year,louvain_community,leiden_community,gn_community,dominant_region,community_label
UGA,2000,4,3,14,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
VUT,2000,5,1,86,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
ZWE,2000,4,3,2,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
MRT,2000,5,1,87,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
NER,2000,3,7,88,Sub-Saharan Africa,Cluster 3: Sub-Saharan Africa
GNB,2000,5,1,89,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
SMR,2000,8,2,90,Pan-Europe,Cluster 8: Pan-Europe
CHI,2000,7,0,91,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
VAT,2000,5,1,92,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
GNQ,2000,3,7,93,Sub-Saharan Africa,Cluster 3: Sub-Saharan Africa
COM,2000,5,1,94,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
GRL,2000,8,2,95,Pan-Europe,Cluster 8: Pan-Europe
LIE,2000,8,2,96,Pan-Europe,Cluster 8: Pan-Europe
FRO,2000,8,2,97,Pan-Europe,Cluster 8: Pan-Europe
SHN,2000,7,0,98,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
SPM,2000,5,1,99,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
WLF,2000,5,1,100,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
ESH,2000,5,1,2,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
FSM,2000,7,0,101,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
MHL,2000,7,0,102,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
MNP,2000,7,0,103,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
PLW,2000,7,0,104,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
MYT,2000,5,1,105,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
BES,2005,3,7,0,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
ABW,2005,3,7,1,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
CHN,2005,2,3,2,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
COL,2005,3,3,3,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
CUW,2005,3,7,4,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
DMA,2005,6,3,5,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
DOM,2005,3,7,6,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
GRD,2005,6,3,7,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
GUY,2005,2,3,8,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
HTI,2005,3,7,6,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
IND,2005,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia
JAM,2005,2,0,9,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
NIC,2005,6,3,10,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
NLD,2005,2,0,2,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
PER,2005,3,2,11,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
PHL,2005,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia
PRT,2005,1,1,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
SUR,2005,2,0,2,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
SXM,2005,3,7,12,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
TUR,2005,4,0,2,Pan-Europe,Cluster 4: Pan-Europe
USA,2005,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
VCT,2005,6,3,13,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
VEN,2005,3,3,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
PAK,2005,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia
AFG,2005,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia
TJK,2005,0,5,2,Pan-Europe,Cluster 0: Pan-Europe
UZB,2005,0,5,2,Pan-Europe,Cluster 0: Pan-Europe
CIV,2005,8,6,2,Sub-Saharan Africa,Cluster 8: Sub-Saharan Africa
AGO,2005,1,1,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
COD,2005,1,1,14,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
COG,2005,1,1,15,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
CPV,2005,1,1,16,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
GIN,2005,8,6,2,Sub-Saharan Africa,Cluster 8: Sub-Saharan Africa
MOZ,2005,1,1,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
NAM,2005,1,1,17,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
RWA,2005,1,1,14,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
STP,2005,1,1,18,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
TCD,2005,1,1,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
ZAF,2005,1,1,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
ZMB,2005,1,1,14,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
CAN,2005,2,0,2,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
AIA,2005,3,3,19,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
GBR,2005,2,0,2,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
KNA,2005,3,3,20,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
MSR,2005,6,3,21,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
VIR,2005,6,3,22,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
ALB,2005,4,0,23,Pan-Europe,Cluster 4: Pan-Europe
GRC,2005,4,0,2,Pan-Europe,Cluster 4: Pan-Europe
ITA,2005,4,0,2,Pan-Europe,Cluster 4: Pan-Europe
MKD,2005,4,0,2,Pan-Europe,Cluster 4: Pan-Europe
ARG,2005,3,2,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
AND,2005,3,2,24,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
AUS,2005,2,0,2,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
BEL,2005,3,2,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
CHE,2005,4,0,2,Pan-Europe,Cluster 4: Pan-Europe
CHL,2005,3,2,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
DEU,2005,4,0,2,Pan-Europe,Cluster 4: Pan-Europe
DNK,2005,4,1,25,Pan-Europe,Cluster 4: Pan-Europe
ESP,2005,3,2,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
FRA,2005,3,2,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
MAR,2005,3,2,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
SWE,2005,4,1,26,Pan-Europe,Cluster 4: Pan-Europe
URY,2005,3,2,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
ARE,2005,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia
BGD,2005,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia
BHR,2005,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia
EGY,2005,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia
ERI,2005,4,1,27,Pan-Europe,Cluster 4: Pan-Europe
ETH,2005,1,1,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
IDN,2005,2,4,2,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
JOR,2005,7,1,2,Western Asia,Cluster 7: Western Asia
KWT,2005,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia
LBN,2005,7,1,2,Western Asia,Cluster 7: Western Asia
LKA,2005,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia
NGA,2005,8,6,2,Sub-Saharan Africa,Cluster 8: Sub-Saharan Africa
NPL,2005,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia
PSE,2005,7,1,2,Western Asia,Cluster 7: Western Asia
QAT,2005,5,4,28,South & South-East Asia,Cluster 5: South & South-East Asia
SAU,2005,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia
SDN,2005,1,1,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
SOM,2005,1,1,14,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
SSD,2005,1,1,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
SYR,2005,7,1,2,Western Asia,Cluster 7: Western Asia
THA,2005,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia
TUN,2005,3,2,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
YEM,2005,5,4,14,South & South-East Asia,Cluster 5: South & South-East Asia
ARM,2005,0,5,2,Pan-Europe,Cluster 0: Pan-Europe
AUT,2005,4,0,2,Pan-Europe,Cluster 4: Pan-Europe
BGR,2005,4,0,2,Pan-Europe,Cluster 4: Pan-Europe
BOL,2005,3,2,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
BRA,2005,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
CRI,2005,6,3,29,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
CUB,2005,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
CYP,2005,4,0,30,Pan-Europe,Cluster 4: Pan-Europe
CZE,2005,4,0,2,Pan-Europe,Cluster 4: Pan-Europe
DZA,2005,3,2,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
ECU,2005,3,2,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
EST,2005,0,5,2,Pan-Europe,Cluster 0: Pan-Europe
GTM,2005,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
HND,2005,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
HRV,2005,4,0,2,Pan-Europe,Cluster 4: Pan-Europe
HUN,2005,4,0,2,Pan-Europe,Cluster 4: Pan-Europe
IRL,2005,2,0,2,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
IRN,2005,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia
ISR,2005,3,5,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
JPN,2005,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
KOR,2005,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
LAO,2005,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia
LTU,2005,0,5,2,Pan-Europe,Cluster 0: Pan-Europe
MEX,2005,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
MNE,2005,4,0,31,Pan-Europe,Cluster 4: Pan-Europe
NOR,2005,4,1,32,Pan-Europe,Cluster 4: Pan-Europe
NZL,2005,2,0,2,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
PAN,2005,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
POL,2005,4,0,2,Pan-Europe,Cluster 4: Pan-Europe
PRI,2005,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
PRK,2005,6,3,33,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
PRY,2005,3,2,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
ROU,2005,4,0,2,Pan-Europe,Cluster 4: Pan-Europe
RUS,2005,0,5,2,Pan-Europe,Cluster 0: Pan-Europe
SEN,2005,3,2,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
SLV,2005,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
SRB,2005,4,0,2,Pan-Europe,Cluster 4: Pan-Europe
SVK,2005,4,0,2,Pan-Europe,Cluster 4: Pan-Europe
SVN,2005,4,0,34,Pan-Europe,Cluster 4: Pan-Europe
TWN,2005,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
UKR,2005,0,5,2,Pan-Europe,Cluster 0: Pan-Europe
AZE,2005,0,5,2,Pan-Europe,Cluster 0: Pan-Europe
GEO,2005,0,5,2,Pan-Europe,Cluster 0: Pan-Europe
IRQ,2005,7,1,2,Western Asia,Cluster 7: Western Asia
KAZ,2005,0,5,2,Pan-Europe,Cluster 0: Pan-Europe
TKM,2005,0,5,2,Pan-Europe,Cluster 0: Pan-Europe
ASM,2005,2,0,35,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
FJI,2005,2,0,36,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
TKL,2005,2,0,37,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
TON,2005,2,0,38,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
VNM,2005,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
WSM,2005,2,0,39,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
ATG,2005,6,3,40,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
BHS,2005,3,7,41,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
BLZ,2005,6,3,42,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
BMU,2005,2,0,43,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
BRB,2005,2,0,44,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
GHA,2005,8,6,2,Sub-Saharan Africa,Cluster 8: Sub-Saharan Africa
GLP,2005,3,2,45,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
GUF,2005,2,2,46,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
LCA,2005,2,0,47,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
MTQ,2005,3,2,48,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
TCA,2005,3,7,49,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
TTO,2005,6,3,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
VGB,2005,6,3,50,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
BDI,2005,1,1,51,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
BEN,2005,8,6,2,Sub-Saharan Africa,Cluster 8: Sub-Saharan Africa
BFA,2005,8,6,2,Sub-Saharan Africa,Cluster 8: Sub-Saharan Africa
BIH,2005,4,0,2,Pan-Europe,Cluster 4: Pan-Europe
BLR,2005,0,5,2,Pan-Europe,Cluster 0: Pan-Europe
BRN,2005,5,4,52,South & South-East Asia,Cluster 5: South & South-East Asia
BTN,2005,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia
BWA,2005,1,1,53,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
CAF,2005,1,1,54,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
CMR,2005,3,2,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
COK,2005,2,0,55,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
CYM,2005,2,0,56,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
DJI,2005,1,1,57,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
FIN,2005,4,1,26,Pan-Europe,Cluster 4: Pan-Europe
FLK,2005,3,0,58,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
GAB,2005,8,6,59,Sub-Saharan Africa,Cluster 8: Sub-Saharan Africa
GIB,2005,2,0,60,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
GMB,2005,3,2,61,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
GUM,2005,5,4,62,South & South-East Asia,Cluster 5: South & South-East Asia
HKG,2005,2,4,2,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
IMN,2005,2,0,63,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
ISL,2005,4,1,64,Pan-Europe,Cluster 4: Pan-Europe
KEN,2005,1,1,14,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
KGZ,2005,0,5,2,Pan-Europe,Cluster 0: Pan-Europe
KHM,2005,5,3,2,South & South-East Asia,Cluster 5: South & South-East Asia
KIR,2005,2,0,65,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
LBR,2005,8,6,2,Sub-Saharan Africa,Cluster 8: Sub-Saharan Africa
LBY,2005,7,1,2,Western Asia,Cluster 7: Western Asia
LSO,2005,1,1,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
LUX,2005,3,2,66,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
LVA,2005,0,5,2,Pan-Europe,Cluster 0: Pan-Europe
MAC,2005,2,4,67,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
MCO,2005,3,2,68,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
MDA,2005,0,5,2,Pan-Europe,Cluster 0: Pan-Europe
MDG,2005,3,2,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
MDV,2005,5,4,69,South & South-East Asia,Cluster 5: South & South-East Asia
MLI,2005,8,6,2,Sub-Saharan Africa,Cluster 8: Sub-Saharan Africa
MLT,2005,2,0,70,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
MMR,2005,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia
MNG,2005,0,5,71,Pan-Europe,Cluster 0: Pan-Europe
MUS,2005,3,2,72,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
MWI,2005,1,1,73,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
MYS,2005,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia
NCL,2005,3,2,74,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
NIU,2005,2,0,75,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
NRU,2005,2,0,76,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
OMN,2005,5,4,2,South & South-East Asia,Cluster 5: South & South-East Asia
PNG,2005,2,0,77,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
PYF,2005,3,2,78,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
REU,2005,3,2,79,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
SGP,2005,5,0,80,South & South-East Asia,Cluster 5: South & South-East Asia
SLB,2005,2,0,81,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
SLE,2005,8,6,82,Sub-Saharan Africa,Cluster 8: Sub-Saharan Africa
SWZ,2005,1,1,83,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
SYC,2005,1,1,84,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
TGO,2005,8,6,2,Sub-Saharan Africa,Cluster 8: Sub-Saharan Africa
TLS,2005,2,4,85,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
TUV,2005,2,0,86,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
TZA,2005,1,1,14,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
UGA,2005,1,1,14,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
VUT,2005,3,2,87,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
ZWE,2005,1,1,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
MRT,2005,3,2,88,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
NER,2005,8,6,2,Sub-Saharan Africa,Cluster 8: Sub-Saharan Africa
GNB,2005,3,2,89,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
LIE,2005,4,0,90,Pan-Europe,Cluster 4: Pan-Europe
SMR,2005,4,0,91,Pan-Europe,Cluster 4: Pan-Europe
CHI,2005,2,0,92,Polynesia & Latin America,Cluster 2: Polynesia & Latin America
VAT,2005,3,2,93,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
GNQ,2005,8,6,94,Sub-Saharan Africa,Cluster 8: Sub-Saharan Africa
COM,2005,3,2,95,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
GRL,2005,4,1,96,Pan-Europe,Cluster 4: Pan-Europe
FRO,2005,4,1,97,Pan-Europe,Cluster 4: Pan-Europe
SHN,2005,3,0,98,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
SPM,2005,3,2,99,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
WLF,2005,3,2,100,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
ESH,2005,3,2,2,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
FSM,2005,5,4,101,South & South-East Asia,Cluster 5: South & South-East Asia
MHL,2005,5,3,102,South & South-East Asia,Cluster 5: South & South-East Asia
MNP,2005,5,3,103,South & South-East Asia,Cluster 5: South & South-East Asia
PLW,2005,5,4,104,South & South-East Asia,Cluster 5: South & South-East Asia
MYT,2005,3,2,105,Latin America & Sub-Saharan Africa,Cluster 3: Latin America & Sub-Saharan Africa
BES,2010,3,7,0,Caribbean,Cluster 3: Caribbean
ABW,2010,3,7,1,Caribbean,Cluster 3: Caribbean
CHN,2010,7,3,2,South-Eastern Asia & Western Asia,Cluster 7: South-Eastern Asia & Western Asia
COL,2010,5,3,3,Latin America & Caribbean,Cluster 5: Latin America & Caribbean
CUW,2010,3,7,4,Caribbean,Cluster 3: Caribbean
DMA,2010,3,7,5,Caribbean,Cluster 3: Caribbean
DOM,2010,3,7,6,Caribbean,Cluster 3: Caribbean
GRD,2010,5,3,7,Latin America & Caribbean,Cluster 5: Latin America & Caribbean
GUY,2010,9,7,8,Pan-Europe,Cluster 9: Pan-Europe
HTI,2010,3,7,6,Caribbean,Cluster 3: Caribbean
IND,2010,7,5,2,South-Eastern Asia & Western Asia,Cluster 7: South-Eastern Asia & Western Asia
JAM,2010,3,0,9,Caribbean,Cluster 3: Caribbean
NIC,2010,5,3,10,Latin America & Caribbean,Cluster 5: Latin America & Caribbean
NLD,2010,9,2,2,Pan-Europe,Cluster 9: Pan-Europe
PER,2010,6,1,11,Sub-Saharan Africa & Latin America,Cluster 6: Sub-Saharan Africa & Latin America
PHL,2010,7,0,2,South-Eastern Asia & Western Asia,Cluster 7: South-Eastern Asia & Western Asia
PRT,2010,2,1,2,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
SUR,2010,9,2,2,Pan-Europe,Cluster 9: Pan-Europe
SXM,2010,3,7,12,Caribbean,Cluster 3: Caribbean
TUR,2010,9,2,2,Pan-Europe,Cluster 9: Pan-Europe
USA,2010,5,3,2,Latin America & Caribbean,Cluster 5: Latin America & Caribbean
VCT,2010,5,3,13,Latin America & Caribbean,Cluster 5: Latin America & Caribbean
VEN,2010,5,3,2,Latin America & Caribbean,Cluster 5: Latin America & Caribbean
PAK,2010,4,5,2,South Asia,Cluster 4: South Asia
AFG,2010,4,5,2,South Asia,Cluster 4: South Asia
TJK,2010,0,6,14,Pan-Europe,Cluster 0: Pan-Europe
UZB,2010,0,6,14,Pan-Europe,Cluster 0: Pan-Europe
CIV,2010,1,8,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
AGO,2010,2,1,2,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
COD,2010,2,0,2,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
COG,2010,2,0,15,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
CPV,2010,2,1,16,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
GIN,2010,1,8,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
MOZ,2010,2,0,2,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
NAM,2010,2,0,17,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
RWA,2010,2,0,2,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
STP,2010,2,1,18,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
TCD,2010,2,0,2,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
ZAF,2010,2,0,2,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
ZMB,2010,2,0,19,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
CAN,2010,9,0,2,Pan-Europe,Cluster 9: Pan-Europe
AIA,2010,3,7,20,Caribbean,Cluster 3: Caribbean
GBR,2010,9,0,2,Pan-Europe,Cluster 9: Pan-Europe
KNA,2010,3,7,21,Caribbean,Cluster 3: Caribbean
MSR,2010,5,7,22,Latin America & Caribbean,Cluster 5: Latin America & Caribbean
VIR,2010,5,3,23,Latin America & Caribbean,Cluster 5: Latin America & Caribbean
ALB,2010,0,2,24,Pan-Europe,Cluster 0: Pan-Europe
GRC,2010,0,2,2,Pan-Europe,Cluster 0: Pan-Europe
ITA,2010,9,1,2,Pan-Europe,Cluster 9: Pan-Europe
MKD,2010,9,2,2,Pan-Europe,Cluster 9: Pan-Europe
ARG,2010,6,1,2,Sub-Saharan Africa & Latin America,Cluster 6: Sub-Saharan Africa & Latin America
AND,2010,6,1,25,Sub-Saharan Africa & Latin America,Cluster 6: Sub-Saharan Africa & Latin America
AUS,2010,7,4,2,South-Eastern Asia & Western Asia,Cluster 7: South-Eastern Asia & Western Asia
BEL,2010,6,1,2,Sub-Saharan Africa & Latin America,Cluster 6: Sub-Saharan Africa & Latin America
CHE,2010,9,2,2,Pan-Europe,Cluster 9: Pan-Europe
CHL,2010,6,1,2,Sub-Saharan Africa & Latin America,Cluster 6: Sub-Saharan Africa & Latin America
DEU,2010,9,2,2,Pan-Europe,Cluster 9: Pan-Europe
DNK,2010,9,2,26,Pan-Europe,Cluster 9: Pan-Europe
ESP,2010,6,1,2,Sub-Saharan Africa & Latin America,Cluster 6: Sub-Saharan Africa & Latin America
FRA,2010,6,1,2,Sub-Saharan Africa & Latin America,Cluster 6: Sub-Saharan Africa & Latin America
MAR,2010,6,1,2,Sub-Saharan Africa & Latin America,Cluster 6: Sub-Saharan Africa & Latin America
SWE,2010,9,2,2,Pan-Europe,Cluster 9: Pan-Europe
URY,2010,6,1,2,Sub-Saharan Africa & Latin America,Cluster 6: Sub-Saharan Africa & Latin America
ARE,2010,7,5,2,South-Eastern Asia & Western Asia,Cluster 7: South-Eastern Asia & Western Asia
BGD,2010,7,5,2,South-Eastern Asia & Western Asia,Cluster 7: South-Eastern Asia & Western Asia
BHR,2010,7,5,2,South-Eastern Asia & Western Asia,Cluster 7: South-Eastern Asia & Western Asia
EGY,2010,7,5,2,South-Eastern Asia & Western Asia,Cluster 7: South-Eastern Asia & Western Asia
ERI,2010,9,2,27,Pan-Europe,Cluster 9: Pan-Europe
ETH,2010,2,0,2,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
