origin_iso3,dest_iso3,year,weight,origin_in_degree_centrality,origin_out_degree_centrality,origin_in_strength,origin_out_strength,origin_betweenness_centrality,origin_pagerank,origin_country_name,origin_continent,origin_un_region,origin_income_group,origin_louvain_community,origin_leiden_community,origin_gn_community,origin_dominant_region,origin_community_label,origin_boundary_score,origin_is_boundary_node,origin_gdp_per_capita,origin_population,origin_unemployment,origin_conflict_intensity,origin_education_index,origin_climate_vulnerability,origin_visa_openness_index,dest_in_degree_centrality,dest_out_degree_centrality,dest_in_strength,dest_out_strength,dest_betweenness_centrality,dest_pagerank,dest_country_name,dest_continent,dest_un_region,dest_income_group,dest_louvain_community,dest_leiden_community,dest_gn_community,dest_dominant_region,dest_community_label,dest_boundary_score,dest_is_boundary_node,dest_gdp_per_capita,dest_population,dest_unemployment,dest_conflict_intensity,dest_education_index,dest_climate_vulnerability,dest_visa_openness_index,log_weight,same_continent,same_income_group,same_community
TGO,GHA,2015,42196.0,0.1293103448275862,0.1163793103448275,125987.0,243285.0,0.0,0.0015778385884725,Togo,Africa,Sub-Saharan Africa,Low income,2,7,14,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa,1.0,True,813.894676975085,7071502.0,2.204,0.0,4.453426758,0.503791232907607,51.0,0.1853448275862069,0.2241379310344827,159654.0,415008.0,2.1738319152112257e-05,0.0020625730915757,Ghana,Africa,Sub-Saharan Africa,Lower middle income,2,7,14,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa,1.0,True,1722.77282833606,28696068.0,6.806,0.0,6.537722928,0.484880125500708,61.0,10.650104407449692,1,0,1
POL,BEL,2015,42154.0,0.2672413793103448,0.3232758620689655,364180.0,2255122.0,0.0086735893416927,0.0040812083664788,Poland,Europe,Eastern Europe,High income,4,1,2,Pan-Europe,Cluster 4: Pan-Europe,1.0,True,12637.5220324406,37986412.0,7.475,0.0,12.92106485,0.304872058487951,157.0,0.3577586206896552,0.3103448275862069,840799.0,231626.0,0.0124777951933124,0.010664246276988,Belgium,Europe,Western Europe,High income,6,0,2,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa,0.8571428571428571,True,40893.804537772,11274196.0,8.482,0.0,11.89404011,0.343754896121476,170.0,10.649108580356776,1,1,0
LBN,CAN,2015,42139.0,0.0344827586206896,0.3189655172413793,871154.0,259051.0,0.0,0.0019620991269636,Lebanon,Asia,Western Asia,Lower middle income,8,6,2,Pan-Europe,Cluster 8: Pan-Europe,0.8571428571428571,True,7714.1099998804,6472469.0,9.312,76.0,8.448536586,0.408331011584624,37.0,0.5560344827586207,0.4913793103448275,4134516.0,686431.0,0.0527371622630243,0.0477667505389977,Canada,Americas,Northern America,High income,1,2,2,South & Western Asia,Cluster 1: South & Western Asia,0.8571428571428571,True,43594.2379080706,35704498.0,6.945,0.0,13.69808826,0.281935186256586,170.0,10.64875268735818,0,0,0
SDN,ARE,2015,42127.0,0.0646551724137931,0.2327586206896551,298089.0,825658.0,0.0992571652485445,0.0020951416753033,Sudan,Africa,Sub-Saharan Africa,Low income,7,4,2,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa,1.0,True,1292.37963867188,40024431.0,14.39,1264.0,3.62,0.605123568005821,35.0,0.1422413793103448,0.1379310344827586,2122877.0,58613.0,0.0006956262128675,0.0065359337726673,United Arab Emirates,Asia,Western Asia,High income,1,2,2,South & Western Asia,Cluster 1: South & Western Asia,1.0,True,44910.3458860776,8505237.0,1.793,0.0,10.67445625,0.40096175976111,113.0,10.64846788173609,0,0,0
IRL,AUS,2015,42126.0,0.1120689655172413,0.2543103448275862,356451.0,384143.0,0.0,0.0065073848966063,Ireland,Europe,Northern Europe,High income,4,1,2,Pan-Europe,Cluster 4: Pan-Europe,0.8571428571428571,True,64250.1385181257,4701957.0,9.908,0.0,11.28944651,0.317270170163786,169.0,0.8491379310344828,0.4051724137931034,3422601.0,198013.0,0.1368427190625466,0.0618846939225716,Australia,Oceania,Australia/NZ,High income,9,5,2,Polynesia & South-Eastern Asia,Cluster 9: Polynesia & South-Eastern Asia,0.7142857142857143,True,56970.3613028094,23815995.0,6.055,0.0,12.2456398,0.327117292417006,168.0,10.648444144272437,0,1,0
IRN,DEU,2015,41773.0,0.0301724137931034,0.2974137931034483,1233798.0,542610.0,0.0044998320644872,0.0010211141901449,Iran,Asia,Western Asia,Lower middle income,1,2,2,South & Western Asia,Cluster 1: South & Western Asia,1.0,True,4952.73355532178,82619362.0,11.166,0.0,10.21497011,0.371672637609258,37.0,0.1163793103448275,0.5258620689655172,4732302.0,2253314.0,0.2880327287654874,0.0260445412459878,Germany,Europe,Western Europe,High income,4,1,2,Pan-Europe,Cluster 4: Pan-Europe,1.0,True,41929.7549110722,81686611.0,4.612,0.0,14.08201981,0.301074730761147,173.0,10.640029415415263,0,0,0
RUS,TKM,2015,41619.0,0.1810344827586207,0.418103448275862,4524884.0,4995065.0,0.1309516345723242,0.0106972817813318,Russia,Europe,Eastern Europe,Upper middle income,0,1,2,Pan-Europe,Cluster 0: Pan-Europe,0.5714285714285714,True,9277.7138671875,144640716.0,5.615,85.0,12.37446057,0.328923864804837,102.0,0.0474137931034482,0.1293103448275862,102945.0,207265.0,0.0,0.0008247102266972,Turkmenistan,Asia,Central Asia,Upper middle income,0,1,2,Pan-Europe,Cluster 0: Pan-Europe,0.5714285714285714,True,5759.497903834,6215770.0,4.016,0.0,10.82452965,0.372206410124467,47.0,10.636336099947625,0,1,1
SRB,FRA,2015,41153.0,0.168103448275862,0.1896551724137931,435662.0,391013.0,0.0051954582773548,0.0027271598252287,Serbia,Europe,Eastern Europe,Upper middle income,4,1,2,Pan-Europe,Cluster 4: Pan-Europe,1.0,True,5820.3215576888,7095383.0,17.66,0.0,11.01756954,0.405066633735588,110.0,0.2284482758620689,0.5689655172413793,3751751.0,1152833.0,0.2516427825048515,0.0326601234526025,France,Europe,Western Europe,High income,6,0,2,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa,0.8571428571428571,True,36702.4323733379,66548272.0,10.354,0.0,11.33419037,0.303791829266957,171.0,10.625076406727377,1,0,0
UKR,CAN,2015,41131.0,0.1293103448275862,0.3189655172413793,2557238.0,2634521.0,0.0231078332586953,0.0057123351277291,Ukraine,Europe,Eastern Europe,Lower middle income,0,1,2,Pan-Europe,Cluster 0: Pan-Europe,0.5714285714285714,True,2094.47387695313,45784896.0,9.14,1890.0,11.16389722,0.365371598133894,79.0,0.5560344827586207,0.4913793103448275,4134516.0,686431.0,0.0527371622630243,0.0477667505389977,Canada,Americas,Northern America,High income,1,2,2,South & Western Asia,Cluster 1: South & Western Asia,0.8571428571428571,True,43594.2379080706,35704498.0,6.945,0.0,13.69808826,0.281935186256586,170.0,10.624541686349081,0,0,0
ESP,ARG,2015,41125.0,0.2025862068965517,0.3706896551724138,2861383.0,670024.0,0.1036265673981191,0.0213817117165329,Spain,Europe,Southern Europe,High income,6,0,2,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa,0.8571428571428571,True,25982.4416197775,46422303.0,22.057,0.0,9.912139893,0.304096108979646,170.0,0.3103448275862069,0.2758620689655172,926653.0,447735.0,0.0392376660695626,0.0086868172668294,Argentina,Americas,Latin America,Upper middle income,6,0,2,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa,0.8571428571428571,True,13679.6264980954,43477012.0,7.577,0.0,10.91755009,0.401349680015877,150.0,10.624395803881464,0,0,1
COG,FRA,2015,40860.0,0.0905172413793103,0.168103448275862,172616.0,100092.0,0.0003478131064337,0.0016553421974925,Congo,Africa,Sub-Saharan Africa,Lower middle income,7,4,15,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa,1.0,True,2439.35189403696,5097581.0,20.02,1.0,8.157099724,0.523258973568623,41.0,0.2284482758620689,0.5689655172413793,3751751.0,1152833.0,0.2516427825048515,0.0326601234526025,France,Europe,Western Europe,High income,6,0,2,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa,0.8571428571428571,True,36702.4323733379,66548272.0,10.354,0.0,11.33419037,0.303791829266957,171.0,10.617931341885154,0,0,0
SOM,DJI,2015,40794.0,0.0129310344827586,0.2327586206896551,9727.0,806249.0,0.0043041871921182,0.0006699876862303,Somalia,Africa,Sub-Saharan Africa,Low income,7,4,2,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa,1.0,True,445.583080073396,13806963.0,18.495,1206.0,1.9003,0.615160463270685,30.0,0.0129310344827586,0.0474137931034482,50468.0,918.0,0.0,0.0006979852501312,Djibouti,Africa,Sub-Saharan Africa,Lower middle income,7,4,57,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa,1.0,True,2376.12554719873,1020313.0,26.063,0.0,3.383429754,0.512593226854256,41.0,10.6163148038629,1,0,1
MAC,HKG,2015,40644.0,0.021551724137931,0.0344827586206896,176698.0,62591.0,0.0,0.0009217741415039,Macao,Asia,Eastern Asia,High income,1,2,69,South & Western Asia,Cluster 1: South & Western Asia,0.8571428571428571,True,69902.9605741233,642900.0,1.81,0.0,,,120.0,0.125,0.1120689655172413,1695991.0,500573.0,0.01008658008658,0.0056824591328071,Hong Kong,Asia,Eastern Asia,High income,1,2,2,South & Western Asia,Cluster 1: South & Western Asia,0.8571428571428571,True,42432.1619740441,7291300.0,3.314,0.0,12.02414989,,152.0,10.612631106180674,1,1,1
AFG,USA,2015,40632.0,0.0129310344827586,0.2672413793103448,139534.0,2428980.0,0.0085648977459322,0.0007899056183951,Afghanistan,Asia,South Asia,Low income,1,2,2,South & Western Asia,Cluster 1: South & Western Asia,1.0,True,565.569730408751,33831764.0,9.032,17285.0,2.124310017,0.583232874822956,25.0,0.2543103448275862,0.6896551724137931,22302618.0,1456748.0,0.5487186520376176,0.1285051087451718,United States,Americas,Northern America,High income,5,3,2,Latin America & Caribbean,Cluster 5: Latin America & Caribbean,0.5714285714285714,True,56849.4697923159,321815121.0,5.28,87.0,13.25187969,0.310548399216006,172.0,10.612335823322157,0,0,0
LAO,BGD,2015,40551.0,0.0258620689655172,0.1034482758620689,15051.0,319336.0,0.0,0.0006757373922013,Laos,Asia,South-Eastern Asia,Lower middle income,9,5,2,Polynesia & South-Eastern Asia,Cluster 9: Polynesia & South-Eastern Asia,0.7142857142857143,True,2121.01339097363,6801645.0,2.006,0.0,5.478619371,0.480034054839762,45.0,0.0732758620689655,0.2370689655172413,540151.0,2175601.0,0.0923443797581728,0.0051447701161307,Bangladesh,Asia,South Asia,Lower middle income,1,2,2,South & Western Asia,Cluster 1: South & Western Asia,0.8571428571428571,True,1224.38647668165,159383179.0,4.397,2.0,5.98582983,0.538382156514073,40.0,10.610340380152186,1,1,0
ITA,ESP,2015,40441.0,0.6120689655172413,0.4568965517241379,3001101.0,1277896.0,0.0393463576653231,0.0258916140566039,Italy,Europe,Southern Europe,High income,4,1,2,Pan-Europe,Cluster 4: Pan-Europe,0.8571428571428571,True,30639.8829751432,60229605.0,11.896,0.0,10.3059597,0.345616055244561,171.0,0.2025862068965517,0.3706896551724138,2861383.0,670024.0,0.1036265673981191,0.0213817117165329,Spain,Europe,Southern Europe,High income,6,0,2,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa,0.8571428571428571,True,25982.4416197775,46422303.0,22.057,0.0,9.912139893,0.304096108979646,170.0,10.607624127895676,1,1,0
NGA,BEN,2015,40356.0,0.0387931034482758,0.3362068965517241,485855.0,636943.0,0.0748450328407225,0.0041421980781883,Nigeria,Africa,Sub-Saharan Africa,Lower middle income,2,7,14,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa,1.0,True,2585.73360671797,190671878.0,4.134,4766.0,6.645626545,0.490498339431778,44.0,0.043103448275862,0.1379310344827586,175337.0,288912.0,0.0038042058516196,0.0018858213757018,Benin,Africa,Sub-Saharan Africa,Low income,2,7,14,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa,1.0,True,1002.41886879614,11360681.0,1.886,0.0,2.624693966,0.576537845770553,56.0,10.605520140684046,1,0,1
MKD,DEU,2015,40236.0,0.0818965517241379,0.1551724137931034,75337.0,217176.0,2.1738319152112257e-05,0.0009351069677341,North Macedonia,Europe,Eastern Europe,Upper middle income,4,1,25,Pan-Europe,Cluster 4: Pan-Europe,0.8571428571428571,True,5262.68671928674,1912430.0,26.395,0.0,10.83010507,0.366102359413344,0.0,0.1163793103448275,0.5258620689655172,4732302.0,2253314.0,0.2880327287654874,0.0260445412459878,Germany,Europe,Western Europe,High income,4,1,2,Pan-Europe,Cluster 4: Pan-Europe,1.0,True,41929.7549110722,81686611.0,4.612,0.0,14.08201981,0.301074730761147,173.0,10.602542249310535,1,0,1
NPL,QAT,2015,40206.0,0.0258620689655172,0.1982758620689655,347545.0,869081.0,0.0133908045977011,0.0014280069479517,Nepal,Asia,South Asia,Lower middle income,1,2,2,South & Western Asia,Cluster 1: South & Western Asia,0.8571428571428571,True,875.543635474862,27823629.0,10.643,0.0,3.691359997,0.504916452701541,34.0,0.1422413793103448,0.0862068965517241,387220.0,8596.0,0.0,0.0018454934587767,Qatar,Asia,Western Asia,High income,1,2,2,South & Western Asia,Cluster 1: South & Western Asia,0.7142857142857143,True,68985.2946961507,2344557.0,0.17,0.0,9.695640087,0.361594217338872,74.0,10.60179638880159,1,0,1
ALB,MKD,2015,39884.0,0.0258620689655172,0.1637931034482758,22493.0,488986.0,2.1738319152112257e-05,0.0011496906325144,Albania,Europe,Eastern Europe,Upper middle income,0,1,24,Pan-Europe,Cluster 0: Pan-Europe,0.7142857142857143,True,4199.53912925398,2731293.0,17.193,0.0,9.996063995,0.411554940846958,94.0,0.0818965517241379,0.1551724137931034,75337.0,217176.0,2.1738319152112257e-05,0.0009351069677341,North Macedonia,Europe,Eastern Europe,Upper middle income,4,1,25,Pan-Europe,Cluster 4: Pan-Europe,0.8571428571428571,True,5262.68671928674,1912430.0,26.395,0.0,10.83010507,0.366102359413344,0.0,10.59375559234523,1,1,0
NLD,AUS,2015,39639.0,0.1724137931034483,0.3793103448275862,823861.0,293438.0,0.0288902261531571,0.008116828752588,Netherlands,Europe,Western Europe,High income,6,0,2,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa,0.7142857142857143,True,45793.8135434697,16939923.0,6.872,0.0,12.13512993,0.342168905672133,171.0,0.8491379310344828,0.4051724137931034,3422601.0,198013.0,0.1368427190625466,0.0618846939225716,Australia,Oceania,Australia/NZ,High income,9,5,2,Polynesia & South-Eastern Asia,Cluster 9: Polynesia & South-Eastern Asia,0.7142857142857143,True,56970.3613028094,23815995.0,6.055,0.0,12.2456398,0.327117292417006,168.0,10.587593988443924,0,1,0
BIH,SVN,2015,39496.0,0.0560344827586206,0.146551724137931,19656.0,764179.0,0.0,0.0007815043875344,Bosnia and Herzegovina,Europe,Eastern Europe,Upper middle income,4,1,2,Pan-Europe,Cluster 4: Pan-Europe,1.0,True,4662.25869219448,3518541.0,27.695,0.0,9.291910172,0.350569221456248,98.0,0.6293103448275862,0.1379310344827586,103144.0,53150.0,0.0,0.0012657639080106,Slovenia,Europe,Eastern Europe,High income,4,1,35,Pan-Europe,Cluster 4: Pan-Europe,1.0,True,20697.2748530619,2063531.0,8.962,0.0,12.56729984,0.317760159519282,160.0,10.583979998637826,1,0,1
COL,CAN,2015,39228.0,0.2327586206896551,0.2456896551724137,61963.0,1489260.0,0.0160646178534109,0.0026705246855832,Colombia,Americas,Latin America,Upper middle income,5,0,3,Latin America & Caribbean,Cluster 5: Latin America & Caribbean,0.7142857142857143,True,6248.51490534512,46969940.0,8.572,134.0,8.047450066,0.418212504302865,66.0,0.5560344827586207,0.4913793103448275,4134516.0,686431.0,0.0527371622630243,0.0477667505389977,Canada,Americas,Northern America,High income,1,2,2,South & Western Asia,Cluster 1: South & Western Asia,0.8571428571428571,True,43594.2379080706,35704498.0,6.945,0.0,13.69808826,0.281935186256586,170.0,10.57717154818281,1,0,0
COD,SSD,2015,39217.0,0.0344827586206896,0.2413793103448275,391537.0,751708.0,0.0324770488132557,0.0023795314566249,DR Congo,Africa,Sub-Saharan Africa,Low income,7,4,2,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa,1.0,True,495.826633014883,81035531.0,4.441,1.0,6.49326992,0.568621917997523,37.0,0.0560344827586206,0.0818965517241379,412174.0,429684.0,0.0479547320495596,0.0019050096451641,South Sudan,Africa,Sub-Saharan Africa,Low income,7,4,2,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa,1.0,True,1080.14718624765,11107561.0,12.464,493.0,5.726140022,,35.0,10.576891104059461,1,1,1
COD,AGO,2015,39082.0,0.0344827586206896,0.2413793103448275,391537.0,751708.0,0.0324770488132557,0.0023795314566249,DR Congo,Africa,Sub-Saharan Africa,Low income,7,4,2,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa,1.0,True,495.826633014883,81035531.0,4.441,1.0,6.49326992,0.568621917997523,37.0,0.0560344827586206,0.1637931034482758,63650.0,261293.0,0.0012825608299746,0.0011148525768861,Angola,Africa,Sub-Saharan Africa,Lower middle income,7,0,2,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa,1.0,True,3641.72893920253,28157798.0,16.472,1.0,5.315629959,0.506421666846786,40.0,10.573442868819397,1,0,1
IND,NZL,2015,38874.0,0.1853448275862069,0.5258620689655172,2569178.0,5299065.0,0.1090176705478429,0.0084131746413532,India,Asia,South Asia,Lower middle income,1,2,2,South & Western Asia,Cluster 1: South & Western Asia,0.8571428571428571,True,1583.99815907985,1328024498.0,7.629,535.0,5.690693951,0.518057575773201,51.0,0.2068965517241379,0.2586206896551724,553511.0,328539.0,0.0513893864755933,0.0188469239633055,New Zealand,Oceania,Australia/NZ,High income,9,5,2,Polynesia & South-Eastern Asia,Cluster 9: Polynesia & South-Eastern Asia,0.7142857142857143,True,38648.7302562109,4609400.0,5.415,0.0,13.23099995,0.302907976298061,170.0,10.568106649481535,0,0,0
MOZ,PRT,2015,38794.0,0.0689655172413793,0.146551724137931,156844.0,261851.0,0.0098691968950589,0.0021037752830559,Mozambique,Africa,Sub-Saharan Africa,Low income,7,4,2,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa,1.0,True,610.563774706589,26547572.0,3.426,0.0,3.18881011,0.494313719790159,49.0,0.5517241379310345,0.2887931034482758,464479.0,868216.0,0.0266946559187938,0.0065957556733755,Portugal,Europe,Southern Europe,High income,7,0,2,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa,1.0,True,19215.7813014347,10358076.0,12.405,0.0,8.986729622,0.339079203815226,170.0,10.56604665132805,0,0,1
IRN,GBR,2015,38758.0,0.0301724137931034,0.2974137931034483,1233798.0,542610.0,0.0044998320644872,0.0010211141901449,Iran,Asia,Western Asia,Lower middle income,1,2,2,South & Western Asia,Cluster 1: South & Western Asia,1.0,True,4952.73355532178,82619362.0,11.166,0.0,10.21497011,0.371672637609258,37.0,0.1508620689655172,0.603448275862069,3371406.0,2229939.0,0.304032131661442,0.0484476909367576,United Kingdom,Europe,Northern Europe,High income,4,1,2,Pan-Europe,Cluster 4: Pan-Europe,0.8571428571428571,True,45256.040227057,65087000.0,5.552,0.0,12.97976335,0.284203905039491,173.0,10.565118265878281,0,0,0
FJI,AUS,2015,38615.0,0.0603448275862068,0.1120689655172413,5510.0,83117.0,0.0177602067472757,0.0014524336329974,Fiji,Oceania,Melanesia,Upper middle income,9,5,37,Polynesia & South-Eastern Asia,Cluster 9: Polynesia & South-Eastern Asia,0.7142857142857143,True,5097.53106864695,918578.0,4.288,0.0,10.35257778,0.492995354254242,80.0,0.8491379310344828,0.4051724137931034,3422601.0,198013.0,0.1368427190625466,0.0618846939225716,Australia,Oceania,Australia/NZ,High income,9,5,2,Polynesia & South-Eastern Asia,Cluster 9: Polynesia & South-Eastern Asia,0.7142857142857143,True,56970.3613028094,23815995.0,6.055,0.0,12.2456398,0.327117292417006,168.0,10.561421977340329,1,0,1
MMR,IND,2015,38312.0,0.0172413793103448,0.125,28973.0,1126209.0,0.0,0.0006802792608524,Myanmar,Asia,South-Eastern Asia,Lower middle income,9,5,2,Polynesia & South-Eastern Asia,Cluster 9: Polynesia & South-Eastern Asia,0.8571428571428571,True,1166.73305546337,51089056.0,0.766,634.0,4.734193908,0.499034539629541,40.0,0.1853448275862069,0.5258620689655172,2569178.0,5299065.0,0.1090176705478429,0.0084131746413532,India,Asia,South Asia,Lower middle income,1,2,2,South & Western Asia,Cluster 1: South & Western Asia,0.8571428571428571,True,1583.99815907985,1328024498.0,7.629,535.0,5.690693951,0.518057575773201,51.0,10.55354454316437,1,1,0
KOR,CHN,2015,38213.0,0.0603448275862068,0.3275862068965517,501352.0,1191864.0,0.0,0.0033678004609741,South Korea,Asia,Eastern Asia,High income,5,3,2,Latin America & Caribbean,Cluster 5: Latin America & Caribbean,0.5714285714285714,True,30171.7906545222,51014947.0,3.546,0.0,12.11633015,0.362199318028219,171.0,0.418103448275862,0.6077586206896551,451420.0,5760394.0,0.1937101619644723,0.0081313925468029,China,Asia,Eastern Asia,Upper middle income,1,2,2,South & Western Asia,Cluster 1: South & Western Asia,0.7142857142857143,True,8175.33285077393,1379860000.0,4.65,0.0,7.407755136,0.386337833427969,45.0,10.55095721959942,1,0,0
BRA,FRA,2015,38212.0,0.4612068965517241,0.3275862068965517,257848.0,774473.0,0.0048041685326168,0.0043948387664686,Brazil,Americas,Latin America,Upper middle income,5,0,2,Latin America & Caribbean,Cluster 5: Latin America & Caribbean,0.7142857142857143,True,8936.19661712113,201675532.0,8.538,0.0,7.506820202,0.370834532029391,148.0,0.2284482758620689,0.5689655172413793,3751751.0,1152833.0,0.2516427825048515,0.0326601234526025,France,Europe,Western Europe,High income,6,0,2,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa,0.8571428571428571,True,36702.4323733379,66548272.0,10.354,0.0,11.33419037,0.303791829266957,171.0,10.550931050837072,0,0,0
MYS,GBR,2015,38032.0,0.1120689655172413,0.2112068965517241,1323566.0,1045059.0,0.0090648790864308,0.0042118258503166,Malaysia,Asia,South-Eastern Asia,Upper middle income,1,2,2,South & Western Asia,Cluster 1: South & Western Asia,0.8571428571428571,True,9648.6797937523,31232798.0,3.1,0.0,10.25508531,0.379698054809333,163.0,0.1508620689655172,0.603448275862069,3371406.0,2229939.0,0.304032131661442,0.0484476909367576,United Kingdom,Europe,Northern Europe,High income,4,1,2,Pan-Europe,Cluster 4: Pan-Europe,0.8571428571428571,True,45256.040227057,65087000.0,5.552,0.0,12.97976335,0.284203905039491,173.0,10.546209482901759,0,0,0
FRA,REU,2015,37954.0,0.2284482758620689,0.5689655172413793,3751751.0,1152833.0,0.2516427825048515,0.0326601234526025,France,Europe,Western Europe,High income,6,0,2,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa,0.8571428571428571,True,36702.4323733379,66548272.0,10.354,0.0,11.33419037,0.303791829266957,171.0,0.021551724137931,0.0258620689655172,53997.0,1398.0,0.0049780750858337,0.0026589809828539,Réunion,Africa,Sub-Saharan Africa,High income,6,0,81,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa,0.8571428571428571,True,,,,,,,,10.544156526450868,0,1,1
JOR,PSE,2015,37482.0,0.0344827586206896,0.1853448275862069,1855017.0,248702.0,0.0003478131064337,0.0052481119737605,Jordan,Asia,Western Asia,Upper middle income,8,6,2,Pan-Europe,Cluster 8: Pan-Europe,0.8571428571428571,True,4441.61896013754,9544729.0,13.075,0.0,10.37561117,0.392262859652343,44.0,0.0603448275862068,0.1982758620689655,137244.0,1748088.0,0.0525632557098074,0.0075921195330305,Palestine,Asia,Western Asia,Lower middle income,8,6,2,Pan-Europe,Cluster 8: Pan-Europe,0.8571428571428571,True,3272.15432360708,4270092.0,23.005,0.0,9.075750351,,34.0,10.531642775838547,1,0,1
BEN,TGO,2015,37391.0,0.043103448275862,0.1379310344827586,175337.0,288912.0,0.0038042058516196,0.0018858213757018,Benin,Africa,Sub-Saharan Africa,Low income,2,7,14,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa,1.0,True,1002.41886879614,11360681.0,1.886,0.0,2.624693966,0.576537845770553,56.0,0.1293103448275862,0.1163793103448275,125987.0,243285.0,0.0,0.0015778385884725,Togo,Africa,Sub-Saharan Africa,Low income,2,7,14,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa,1.0,True,813.894676975085,7071502.0,2.204,0.0,4.453426758,0.503791232907607,51.0,10.52921205677864,1,1,1
POL,AUT,2015,37287.0,0.2672413793103448,0.3232758620689655,364180.0,2255122.0,0.0086735893416927,0.0040812083664788,Poland,Europe,Eastern Europe,High income,4,1,2,Pan-Europe,Cluster 4: Pan-Europe,1.0,True,12637.5220324406,37986412.0,7.475,0.0,12.92106485,0.304872058487951,157.0,0.1853448275862069,0.2672413793103448,727795.0,221192.0,0.0,0.005387567465825,Austria,Europe,Western Europe,High income,4,1,2,Pan-Europe,Cluster 4: Pan-Europe,1.0,True,43915.228020857,8642699.0,5.802,0.0,12.07699013,0.300143776306643,169.0,10.526426838052577,1,1,1
TUN,ITA,2015,37216.0,0.0732758620689655,0.1853448275862069,22024.0,270077.0,0.0,0.0010304329303651,Tunisia,Africa,Northern Africa,Lower middle income,6,0,2,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa,0.8571428571428571,True,4014.94773686432,11402264.0,15.159,59.0,7.082895041,0.368216218103645,63.0,0.6120689655172413,0.4568965517241379,3001101.0,1277896.0,0.0393463576653231,0.0258916140566039,Italy,Europe,Southern Europe,High income,4,1,2,Pan-Europe,Cluster 4: Pan-Europe,0.8571428571428571,True,30639.8829751432,60229605.0,11.896,0.0,10.3059597,0.345616055244561,171.0,10.524520925120765,0,0,0
TUR,CHE,2015,37094.0,0.1896551724137931,0.3405172413793103,1697574.0,1296917.0,0.0390854978354978,0.0081371002622811,Turkey,Asia,Western Asia,Upper middle income,8,6,2,Pan-Europe,Cluster 8: Pan-Europe,0.8571428571428571,True,11064.6494504662,78218479.0,10.304,933.0,7.958399773,0.380782673370426,102.0,0.1939655172413793,0.3189655172413793,1005023.0,259889.0,0.0043259255112703,0.0132975791073369,Switzerland,Europe,Western Europe,High income,4,1,2,Pan-Europe,Cluster 4: Pan-Europe,1.0,True,85265.06205193,8282396.0,4.801,0.0,13.71187973,0.282400066569062,169.0,10.521237468623626,0,0,0
TCD,SDN,2015,36883.0,0.043103448275862,0.125,245183.0,81800.0,0.0491286012837737,0.0014256273561538,Chad,Africa,Sub-Saharan Africa,Low income,7,4,2,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa,1.0,True,993.990730610869,14647621.0,1.032,272.0,2.045593977,0.647435670629029,47.0,0.0646551724137931,0.2327586206896551,298089.0,825658.0,0.0992571652485445,0.0020951416753033,Sudan,Africa,Sub-Saharan Africa,Low income,7,4,2,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa,1.0,True,1292.37963867188,40024431.0,14.39,1264.0,3.62,0.605123568005821,35.0,10.515533131659032,1,1,1
